"id","cdate","entnbpal","otskm2","otsnumbdx","plakm1","plakm2","voydtd","voyhrd","voyhrf","voypal","performance_camion","performance_chauffeur","taux_remplissage_pal","taux_remplissage_ton","mdate","km_tsp","voydtf","createdAt","updatedAt","affcode","artcode","otdcode","otscontainer","otsetat","ottmt","placha1i","plalib","plamoti","plargiarr","rgilibl","sitcode","sitsiretedi","tiecode","toucode","voycle","sitechauff","sitecamion","salmemoe","otsnum","platouordre","salmobilite","toutrafcode","chargement","otdhd","voymemo","camion_code","sal_id","states"
12422,NULL,10,"165",2097847,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1277","BKS2097847","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019675","16","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12423,NULL,10,"195",2096050,"60","195",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1124","BKS2096050","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-018479","5","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12424,NULL,10,"195",2097007,"60","195",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1124","BKS2097007","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019270","14","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12425,NULL,10,"195",2094503,"60","195",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1124","BKS2094503","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-016846","8","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12426,NULL,10,"165",2097106,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1434","BKS2097106","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019369","1","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
3733,"2026-02-28 00:00:00",10,"161",2097933,"60","161",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1598","BKS2097933","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","MS","MOUNASTIR","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-019761","24","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12439,NULL,10,"165",2096147,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1434","BKS2096147","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-018576","10","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12486,NULL,10,"165",2096115,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1299","BKS2096115","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-018544","9","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12565,NULL,10,"165",2096101,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1277","BKS2096101","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-018530","2","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12566,NULL,10,"165",2096071,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1183","BKS2096071","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-018500","3","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12580,NULL,10,"165",2094520,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1183","BKS2094520","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-016863","7","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12581,NULL,10,"165",2094543,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1277","BKS2094543","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-016886","6","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12582,NULL,10,"165",2097029,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1183","BKS2097029","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019292","12","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12583,NULL,10,"165",2097059,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1277","BKS2097059","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019322","11","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12584,NULL,10,"165",2097853,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1299","BKS2097853","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019681","18","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12585,NULL,10,"165",2097065,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1299","BKS2097065","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019328","13","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12586,NULL,10,"165",2094548,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1299","BKS2094548","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-016891","4","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12587,NULL,10,"165",2097894,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1434","BKS2097894","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019722","15","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12588,NULL,10,"165",2097817,"60","165",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1183","BKS2097817","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019645","17","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
12589,NULL,10,"195",2097795,"60","195",NULL,"07:00:00","12:30:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1124","BKS2097795","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","JE","JENDOUBA","BKS","BKS","AZI",NULL,"8326888","BKS","BKS","Fleg","BKS0226-019623","19","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
22713,NULL,10,"72",2105837,"60","72",NULL,"07:00:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1027","BKS2105837","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","BZ","BIZERTE","BKS","BKS","AZI",NULL,"8369743","BKS","BKS","Fleg","BKS0326-004102","11","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
22717,NULL,10,"77",2105924,"60","77",NULL,"07:00:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1581","BKS2105924","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","BZ","BIZERTE","BKS","BKS","AZI",NULL,"8369743","BKS","BKS","Fleg","BKS0326-004189","4","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
22718,NULL,10,"78",2104288,"60","78",NULL,"07:00:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1497","BKS2104288","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","BZ","BIZERTE","BKS","BKS","AZI",NULL,"8369743","BKS","BKS","Fleg","BKS0326-003461","1","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
22719,NULL,10,"78",2105900,"60","78",NULL,"07:00:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1497","BKS2105900","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","BZ","BIZERTE","BKS","BKS","AZI",NULL,"8369743","BKS","BKS","Fleg","BKS0326-004165","10","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
22720,NULL,10,"125",2106196,"60","125",NULL,"07:00:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1105","BKS2106196","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","BZ","BIZERTE","BKS","BKS","AZI",NULL,"8369743","BKS","BKS","Fleg","BKS0326-004543","8","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
22721,NULL,10,"77",2104227,"60","77",NULL,"07:00:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1218","BKS2104227","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","BZ","BIZERTE","BKS","BKS","AZI",NULL,"8369743","BKS","BKS","Fleg","BKS0326-003400","5","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
22722,NULL,10,"77",2078189,"60","77",NULL,"07:00:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1218","BKS2078189","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","BZ","BIZERTE","BKS","BKS","AZI",NULL,"8369743","BKS","BKS","Fleg","BKS0226-003397","6","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
22724,NULL,10,"77",2104301,"60","77",NULL,"07:00:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1581","BKS2104301","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","BZ","BIZERTE","BKS","BKS","AZI",NULL,"8369743","BKS","BKS","Fleg","BKS0326-003474","9","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
22725,NULL,10,"77",2106070,"60","77",NULL,"07:00:00","14:00:00",6,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1218","BKS2106070","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","BZ","BIZERTE","BKS","BKS","AZI",NULL,"8369743","BKS","BKS","Fleg","BKS0326-004314","13","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4175,"2026-02-28 00:00:00",10,"35",2098666,"60","35",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1019","BKS2098666","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","AN","ARIANA","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-020545","3","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4176,"2026-02-28 00:00:00",10,"35",2098679,"60","35",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1024","BKS2098679","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","AN","ARIANA","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-020558","7","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4177,"2026-02-28 00:00:00",10,"49",2098654,"60","49",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1197","BKS2098654","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","MB","MANNOUBA","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-020533","23","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4178,"2026-02-28 00:00:00",10,"49",2098718,"60","49",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1338","BKS2098718","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","MB","MANNOUBA","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-020597","17","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4179,"2026-02-28 00:00:00",10,"49",2098671,"60","49",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1036","BKS2098671","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","MB","MANNOUBA","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-020550","14","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4180,"2026-02-28 00:00:00",10,"49",2098677,"60","49",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1046","BKS2098677","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","MB","MANNOUBA","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-020556","20","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4181,"2026-02-28 00:00:00",10,"161",2098798,"60","161",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1598","BKS2098798","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","MS","MOUNASTIR","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-020677","25","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4182,"2026-02-28 00:00:00",10,"35",2100419,"60","35",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1019","BKS2100419","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","AN","ARIANA","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-021391","4","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4183,"2026-02-28 00:00:00",10,"49",2097761,"60","49",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1046","BKS2097761","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","MB","MANNOUBA","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-019589","18","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
4184,"2026-02-28 00:00:00",10,"35",2100422,"60","35",NULL,"07:00:00","11:30:00",7,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T007","1024","BKS2100422","I","0+0+0+0","3001083","TRANSPORT DU FRAIS // 4?C","6688TU223","AN","ARIANA","BKS","BKS","AZI","TFBKS4","8324892","BKS","BKS","Fleg","BKS0226-021394","8","False",NULL,"QUAI-BKS",NULL,NULL,"6688TU223","30","done"
6957,NULL,20,"424",1807143,"0","424",NULL,"04:00:00","18:00:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1395","SAL1807143","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KB","KEBILI","SAL","SAL","AZI",NULL,"8357417","SAL","SAL","AZIZA","SAL0326-000433","3","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
20974,NULL,20,"64",1807685,"60","64",NULL,"13:00:00","15:30:00",1,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1343","SAL1807685","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KR","KAIROUAN","SAL","SAL","AZI",NULL,"8354875","SAL","SAL","AZIZA","SAL0326-001011","1","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
7270,NULL,20,"366",1807512,"0","366",NULL,"04:00:00","18:00:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1252","SAL1807512","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KB","KEBILI","SAL","SAL","AZI",NULL,"8357417","SAL","SAL","AZIZA","SAL0326-000835","10","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
7585,NULL,20,"424",1807540,"0","424",NULL,"04:00:00","18:00:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1527","SAL1807540","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KB","KEBILI","SAL","SAL","AZI",NULL,"8357417","SAL","SAL","AZIZA","SAL0326-000863","14","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
7776,NULL,20,"366",1807153,"0","366",NULL,"04:00:00","18:00:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1554","SAL1807153","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KB","KEBILI","SAL","SAL","AZI",NULL,"8357417","SAL","SAL","AZIZA","SAL0326-000443","9","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
7835,NULL,20,"366",1807156,"0","366",NULL,"04:00:00","18:00:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1594","SAL1807156","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KB","KEBILI","SAL","SAL","AZI",NULL,"8357417","SAL","SAL","AZIZA","SAL0326-000446","6","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
8160,NULL,20,"17",1806274,"60","17",NULL,"11:00:00","13:30:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1314","SAL1806274","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","SS","SOUSSE","SAL","SAL","AZI",NULL,"8342215","SAL","SAL","AZIZA","SAL0226-016394","2","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
8438,NULL,20,"17",1803763,"60","17",NULL,"11:00:00","13:30:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1314","SAL1803763","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","SS","SOUSSE","SAL","SAL","AZI",NULL,"8342215","SAL","SAL","AZIZA","SAL0226-015083","1","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
8730,NULL,20,"366",1807234,"0","366",NULL,"04:00:00","18:00:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1594","SAL1807234","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KB","KEBILI","SAL","SAL","AZI",NULL,"8357417","SAL","SAL","AZIZA","SAL0326-000524","5","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
8816,NULL,20,"424",1807538,"0","424",NULL,"04:00:00","18:00:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1395","SAL1807538","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KB","KEBILI","SAL","SAL","AZI",NULL,"8357417","SAL","SAL","AZIZA","SAL0326-000861","1","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
9158,NULL,20,"17",1807088,"60","17",NULL,"12:00:00","15:30:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1100","SAL1807088","I","0+0+0+0","860","TRANSPORT AMBIANT","5410TU201","SS","SOUSSE","SAL","SAL","AZI",NULL,"8345263","SAL","SAL","AZIZA","SAL0326-000378","1","False",NULL,"QUAI-SAH",NULL,NULL,"5410TU201","31","done"
9184,NULL,20,"46",1806185,"0","46",NULL,"05:00:00","10:00:00",19,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1204","SAL1806185","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","MH","MAHDIA","SAL","SAL","AZI",NULL,"8341635","SAL","SAL","AZIZA","SAL0226-016305","2","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
9185,NULL,20,"32",1806200,"0","32",NULL,"05:00:00","10:00:00",19,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1214","SAL1806200","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","MS","MOUNASTIR","SAL","SAL","AZI",NULL,"8341635","SAL","SAL","AZIZA","SAL0226-016320","1","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
9710,NULL,20,"424",1807214,"0","424",NULL,"04:00:00","18:00:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1395","SAL1807214","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KB","KEBILI","SAL","SAL","AZI",NULL,"8357417","SAL","SAL","AZIZA","SAL0326-000504","2","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
9711,NULL,20,"366",1807186,"0","366",NULL,"04:00:00","18:00:00",15,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","1252","SAL1807186","I","0+0+0+0","860","TRANSPORT AMBIANT","596TU240","KB","KEBILI","SAL","SAL","AZI",NULL,"8357417","SAL","SAL","AZIZA","SAL0326-000476","11","False",NULL,"QUAI-SAH",NULL,NULL,"596TU240","31","done"
