"id","cdate","entnbpal","otskm2","otsnumbdx","plakm1","plakm2","voydtd","voyhrd","voyhrf","voypal","performance_camion","performance_chauffeur","taux_remplissage_pal","taux_remplissage_ton","mdate","km_tsp","voydtf","createdAt","updatedAt","affcode","artcode","otdcode","otscontainer","otsetat","ottmt","placha1i","plalib","plamoti","plargiarr","rgilibl","sitcode","sitsiretedi","tiecode","toucode","voycle","sitechauff","sitecamion","salmemoe","otsnum","platouordre","salmobilite","toutrafcode","chargement","otdhd","voymemo","camion_code","sal_id"
15820,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","13:00:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GMB093-AD1","BAR2089286","I","0+0+0+0","13155","TRANSPORT CONTR?L? // 12?C","2150TU174","MB","MANNOUBA","BAR","BAR","IND",NULL,"8340452","BAR","BAR","Gias","BAR0226-018688","10","False",NULL,"GIAS",NULL,NULL,"2150TU174",NULL
15821,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","13:00:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GAR011-AD1","BAR2091257","I","0+0+0+0","13155","TRANSPORT CONTR?L? // 12?C","2150TU174","MB","MANNOUBA","BAR","BAR","IND",NULL,"8340452","BAR","BAR","Gias","BAR0226-020184","9","False",NULL,"GIAS",NULL,NULL,"2150TU174",NULL
15822,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","13:00:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GTU003-AD1","BAR2091226","I","0+0+0+0","13155","TRANSPORT AMBIANT","2150TU174","TU","TUNIS","BAR","BAR","CSG",NULL,"8340452","BAR","BAR","Gias","BAR0226-020149","12","False",NULL,"GIAS",NULL,NULL,"2150TU174",NULL
15823,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","13:00:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GTU036-AD1","BAR2086436","I","0+0+0+0","13155","TRANSPORT AMBIANT","2150TU174","TU","TUNIS","BAR","BAR","CSG",NULL,"8340452","BAR","BAR","Gias","BAR0226-016596","1","False",NULL,"GIAS",NULL,NULL,"2150TU174",NULL
15824,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","13:00:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GTU036-AD1","BAR2091336","I","0+0+0+0","13155","TRANSPORT AMBIANT","2150TU174","TU","TUNIS","BAR","BAR","CSG",NULL,"8340452","BAR","BAR","Gias","BAR0226-020327","3","False",NULL,"GIAS",NULL,NULL,"2150TU174",NULL
15825,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","13:00:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GTU002-AD1","BAR2091376","I","0+0+0+0","13155","TRANSPORT CONTR?L? // 12?C","2150TU174","TU","TUNIS","BAR","BAR","CSG",NULL,"8340452","BAR","BAR","Gias","BAR0226-020359","7","False",NULL,"GIAS",NULL,NULL,"2150TU174",NULL
15826,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","13:00:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GTU002-AD1","BAR2090392","I","0+0+0+0","13155","TRANSPORT CONTR?L? // 12?C","2150TU174","TU","TUNIS","BAR","BAR","IND",NULL,"8340452","BAR","BAR","Gias","BAR0226-019201","6","False",NULL,"GIAS",NULL,NULL,"2150TU174",NULL
15827,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","13:00:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GMB005-AD1","BAR2091865","I","0+0+0+0","13155","TRANSPORT AMBIANT","2150TU174","MB","MANNOUBA","BAR","BAR","CSG",NULL,"8340452","BAR","BAR","Gias","BAR0326-000261","5","False",NULL,"GIAS",NULL,NULL,"2150TU174",NULL
15828,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","13:00:00",10,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GTU003-AD1","BAR2091226","I","0+0+0+0","13155","TRANSPORT CONTR?L? // 12?C","2150TU174","TU","TUNIS","BAR","BAR","CSG",NULL,"8340452","BAR","BAR","Gias","BAR0226-020148","11","False",NULL,"GIAS",NULL,NULL,"2150TU174",NULL
15840,NULL,32,"0",NULL,"0","0",NULL,"04:00:00","16:00:00",32,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","BAG-AD1","BAR2093469","I","0+0+0+0","163","TRANSPORT AMBIANT","9281TU230","GB","GABES","BAR","BAR","GDI",NULL,"8348739","BAR","BAR","SEMI","BAR0326-002042","4","False",NULL,"GIAS",NULL,NULL,"9281TU230",NULL
15845,"2026-02-25 00:00:00",20,"0",NULL,"0","0",NULL,"08:45:00","08:49:00",20,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T015","QUAI-BHF","BARDIV0013907","I","0+0+0+0","101358","TRANSFERT INTER DEPOT FACTURE","8941TU190","NB","NABEUL","BAR","BAR","AZI",NULL,"8308492","BAR","BAR","AZIZA","BAR0226-015733","1","False",NULL,"QUAI-BHF",NULL,NULL,"8941TU190",NULL
15847,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",14,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR183-AD1","BAR2089368","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8332708","BAR","BAR","GROUPE/aziza","BAR0226-018811","2","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15848,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",14,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GTU003-AD1","BAR2087115","I","0+0+0+0","13143","TRANSPORT CONTR?L? // 12?C","2471TU192","TU","TUNIS","BAR","BAR","IND",NULL,"8332708","BAR","BAR","GROUPE/aziza","BAR0226-017148","10","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15849,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",14,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GTU075-AD1","BAR2087174","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","TU","TUNIS","BAR","BAR","CSG",NULL,"8332708","BAR","BAR","GROUPE/aziza","BAR0226-017231","12","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15850,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",14,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR002-AD1","BAR2091032","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8332708","BAR","BAR","GROUPE/aziza","BAR0226-019890","7","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15851,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",14,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR183-AD1","BAR2089366","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","CGN",NULL,"8332708","BAR","BAR","GROUPE/aziza","BAR0226-018807","1","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15852,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",14,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GAR183-AD1","BAR2089368","I","0+0+0+0","13143","TRANSPORT CONTR?L? // 12?C","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8332708","BAR","BAR","GROUPE/aziza","BAR0226-018810","3","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15853,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",14,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR016-AD1","BAR2090358","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","TU","TUNIS","BAR","BAR","DGC",NULL,"8332708","BAR","BAR","GROUPE/aziza","BAR0226-019167","9","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15854,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",14,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR192-AD1","BAR2090364","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","DGC",NULL,"8332708","BAR","BAR","GROUPE/aziza","BAR0226-019171","8","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15855,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",14,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T002","GAR183-AD1","BAR2089366","I","0+0+0+0","13143","TRANSPORT FRAIS GRP // 4?C","2471TU192","AN","ARIANA","BAR","BAR","CGN",NULL,"8332708","BAR","BAR","GROUPE/aziza","BAR0226-018808","4","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15856,NULL,10,"0",NULL,"0","0",NULL,"07:00:00","14:00:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR016-AD2","BAR2090357","I","0+0+0+0","13138","TRANSPORT AMBIANT","2222TU173","MB","MANNOUBA","BAR","BAR","DGC",NULL,"8332601","BAR","BAR","Aziza","BAR0226-019166","1","False",NULL,"GIAS",NULL,NULL,"2222TU173",NULL
15857,NULL,10,"0",NULL,"0","0",NULL,"07:00:00","14:00:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GTU036-AD1","BAR2089274","I","0+0+0+0","13138","TRANSPORT AMBIANT","2222TU173","TU","TUNIS","BAR","BAR","CSG",NULL,"8332601","BAR","BAR","Aziza","BAR0226-018695","5","False",NULL,"GIAS",NULL,NULL,"2222TU173",NULL
15858,NULL,10,"0",NULL,"0","0",NULL,"07:00:00","14:00:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR011-AD1","BAR2091034","I","0+0+0+0","13138","TRANSPORT AMBIANT","2222TU173","MB","MANNOUBA","BAR","BAR","CSG",NULL,"8332601","BAR","BAR","Aziza","BAR0226-019892","3","False",NULL,"GIAS",NULL,NULL,"2222TU173",NULL
15859,NULL,10,"0",NULL,"0","0",NULL,"07:00:00","14:00:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GMB035-AD1","BAR2090376","I","0+0+0+0","13138","TRANSPORT AMBIANT","2222TU173","MB","MANNOUBA","BAR","BAR","DGC",NULL,"8332601","BAR","BAR","Aziza","BAR0226-019184","2","False",NULL,"GIAS",NULL,NULL,"2222TU173",NULL
15860,NULL,10,"0",NULL,"0","0",NULL,"07:00:00","14:00:00",9,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GTU036-AD1","BAR2090389","I","0+0+0+0","13138","TRANSPORT CONTR?L? // 12?C","2222TU173","TU","TUNIS","BAR","BAR","IND",NULL,"8332601","BAR","BAR","Aziza","BAR0226-019197","4","False",NULL,"GIAS",NULL,NULL,"2222TU173",NULL
15927,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GAR189-AD1","BAR2091377","I","0+0+0+0","13143","TRANSPORT CONTR?L? // 12?C","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0226-020360","1","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15928,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GAR221-AD1","BAR2091670","I","0+0+0+0","13143","TRANSPORT CONTR?L? // 12?C","2471TU192","AN","ARIANA","BAR","BAR","CGN",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0326-000124","7","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
4624,NULL,10,"0",NULL,"0","0",NULL,"08:00:00","10:00:00",0,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T024","9001","BKSDIV0014743","I","0+0+0+0","1419","REPARATION-MECA-ELECT-PNEUM","2767TU229","BA","BEN AROUS",NULL,"BKS","SOTULOG-AD1",NULL,"8347705",NULL,"BKS",NULL,"BKS0326-001793","1","False",NULL,"9001",NULL,NULL,"2767TU229",NULL
15929,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","PTU478-AD1","BAR2091311","I","0+0+0+0","13143","TRANSPORT CONTR?L? // 12?C","2471TU192","TU","TUNIS","BAR","BAR","CSG",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0226-020277","4","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15930,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","IAR057-AD1","BAR2091370","I","0+0+0+0","13143","TRANSPORT CONTR?L? // 12?C","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0226-020347","2","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15931,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","ITU021-AD2","BAR2091236","I","0+0+0+0","13143","TRANSPORT CONTR?L? // 12?C","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0226-020167","13","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15945,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","STU006-A82","BAR2090997","I","0+0+0+0","742","TRANSPORT AMBIANT","1131TU183","ZA","ZAGHOUAN","BAR","BAR","IND",NULL,"8332596","BAR","BAR","Groupe","BAR0226-019857","3","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
15946,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","GTU367-AD2","BAR2091868","I","0+0+0+0","13143","TRANSPORT CONTR?L? // 12?C","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0326-000265","10","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15959,"2026-02-28 00:00:00",3,"0",NULL,"0","0",NULL,"06:00:00","14:00:00",1,"40","40","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","BZA013-AD1","BAR2085967","I","0+0+0+0","259","TRANSPORT AMBIANT","4956TU204","ZA","ZAGHOUAN","BAR","BAR","CSG",NULL,"8324167","BAR","BAR","GROUPE","BAR0226-015637","4","False",NULL,"GIAS",NULL,NULL,"4956TU204",NULL
15960,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR221-AD1","BAR2091664","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","DGC",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0326-000017","9","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15961,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR221-AD1","BAR2091402","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0226-020409","8","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15962,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR183-AD1","BAR2091380","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0226-020357","5","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15963,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T002","GTU367-AD2","BAR2091890","I","0+0+0+0","13143","TRANSPORT FRAIS GRP // 4?C","2471TU192","AN","ARIANA","BAR","BAR","CGN",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0326-000276","11","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15964,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GTU367-AD2","BAR2091868","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0326-000266","12","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15965,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR192-AD1","BAR2091667","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","DGC",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0326-000015","3","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15966,NULL,10,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","GAR214-AD1","BAR2087079","I","0+0+0+0","13143","TRANSPORT AMBIANT","2471TU192","AN","ARIANA","BAR","BAR","CSG",NULL,"8340416","BAR","BAR","GROUPE/aziza","BAR0226-017107","6","False",NULL,"GIAS",NULL,NULL,"2471TU192",NULL
15991,NULL,10,"53",2090829,"60","53",NULL,"14:00:00","17:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1429","BAR2090829","I","0+0+0+0","13138","TRANSPORT SPOT","2222TU173","TU","TUNIS","BAR","BAR","AZI",NULL,"8357347","BAR","BAR","Aziza","BAR0226-019656","2","False",NULL,"QUAI-BHF",NULL,NULL,"2222TU173",NULL
15992,NULL,10,"53",2087549,"60","53",NULL,"14:00:00","17:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1233","BAR2087549","I","0+0+0+0","13138","TRANSPORT SPOT","2222TU173","TU","TUNIS","BAR","BAR","AZI",NULL,"8357347","BAR","BAR","Aziza","BAR0226-017661","6","False",NULL,"QUAI-BHF",NULL,NULL,"2222TU173",NULL
16006,NULL,10,"60",7260,"60","60",NULL,"07:45:00","12:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1546","CAP0007260","I","0+0+0+0","1320","TRANSPORT SPOT","7558TU198","AN","ARIANA","BAR","CAP","AZI",NULL,"8340414","BAR","BAR",NULL,"CAP1223-003256","4","False",NULL,"QUAI-SOLIMEN",NULL,NULL,"7558TU198",NULL
16007,NULL,10,"142",7265,"60","142",NULL,"07:45:00","12:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1598","CAP0007265","I","0+0+0+0","1320","TRANSPORT SPOT","7558TU198","MS","MOUNASTIR","BAR","CAP","AZI",NULL,"8340414","BAR","BAR",NULL,"CAP1223-003259","6","False",NULL,"QUAI-SOLIMEN",NULL,NULL,"7558TU198",NULL
16008,NULL,10,"60",7263,"60","60",NULL,"07:45:00","12:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1546","CAP0007263","I","0+0+0+0","1320","TRANSPORT SPOT","7558TU198","AN","ARIANA","BAR","CAP","AZI",NULL,"8340414","BAR","BAR",NULL,"CAP1223-003258","5","False",NULL,"QUAI-SOLIMEN",NULL,NULL,"7558TU198",NULL
16009,NULL,10,"28",7272,"60","28",NULL,"07:45:00","12:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1601","CAP0007272","I","0+0+0+0","1320","TRANSPORT SPOT","7558TU198","BA","BEN AROUS","BAR","CAP","AZI",NULL,"8340414","BAR","BAR",NULL,"CAP1223-003264","3","False",NULL,"QUAI-SOLIMEN",NULL,NULL,"7558TU198",NULL
16010,NULL,10,"28",7259,"60","28",NULL,"07:45:00","12:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1601","CAP0007259","I","0+0+0+0","1320","TRANSPORT SPOT","7558TU198","BA","BEN AROUS","BAR","CAP","AZI",NULL,"8340414","BAR","BAR",NULL,"CAP1223-003255","1","False",NULL,"QUAI-SOLIMEN",NULL,NULL,"7558TU198",NULL
16011,NULL,10,"28",7262,"60","28",NULL,"07:45:00","12:00:00",8,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T017","1601","CAP0007262","I","0+0+0+0","1320","TRANSPORT SPOT","7558TU198","BA","BEN AROUS","BAR","CAP","AZI",NULL,"8340414","BAR","BAR",NULL,"CAP1223-003257","2","False",NULL,"QUAI-SOLIMEN",NULL,NULL,"7558TU198",NULL
16030,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","STU006-A41","BAR2091005","I","0+0+0+0","742","TRANSPORT CONTR?L? // 12?C","1131TU183","ZA","ZAGHOUAN","BAR","BAR","CSG",NULL,"8332596","BAR","BAR","Groupe","BAR0226-019872","27","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
16031,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","PZA054-AD1","BAR2090970","I","0+0+0+0","742","TRANSPORT AMBIANT","1131TU183","ZA","ZAGHOUAN","BAR","BAR","CSG",NULL,"8332596","BAR","BAR","Groupe","BAR0226-019818","17","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
16032,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","STU006-A41","BAR2090979","I","0+0+0+0","742","TRANSPORT AMBIANT","1131TU183","ZA","ZAGHOUAN","BAR","BAR","IND",NULL,"8332596","BAR","BAR","Groupe","BAR0226-019816","23","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
16033,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T004","PZA049-AD1","BAR2090427","I","0+0+0+0","742","TRANSPORT AMBIANT","1131TU183","ZA","ZAGHOUAN","BAR","BAR","CSG",NULL,"8332596","BAR","BAR","Groupe","BAR0226-019257","14","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
16034,NULL,8,"0",NULL,"0","0",NULL,"06:00:00","15:00:00",5,"50","50","0","0","1899-12-31 00:00:00",NULL,NULL,"2026-04-08 11:13:03.464306","2026-04-08 11:13:03.464306",NULL,"T003","STU006-A82","BAR2090989","I","0+0+0+0","742","TRANSPORT CONTR?L? // 12?C","1131TU183","ZA","ZAGHOUAN","BAR","BAR","IND",NULL,"8332596","BAR","BAR","Groupe","BAR0226-019828","6","False",NULL,"GIAS",NULL,NULL,"1131TU183",NULL
